Player,Short Name,Player ID,Birthdate,Team,Team ID,Match,Match ID,Date,Competition,Competition ID,Season,Season ID,Competition Edition ID,Position,Position Group,Minutes,Minutes TIP,Minutes OTIP,Minutes 1,Minutes 1 TIP,Minutes 1 OTIP,Minutes 2,Minutes 2 TIP,Minutes 2 OTIP,Physical Check Passed,Distance,M/min,Running Distance,HSR Distance,HSR Count,Sprint Distance,Sprint Count,HI Distance,HI Count,PSV-99,Medium Acceleration Count,High Acceleration Count,Medium Deceleration Count,High Deceleration Count,Explosive Acceleration to HSR Count,Time to HSR,Time to HSR Post-COD,Explosive Acceleration to Sprint Count,Time to Sprint,Time to Sprint Post-COD,Change of Direction Count,Time to 505 - Around 90,Time to 505 - Around 180,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,HSR Count TIP,Sprint Distance TIP,Sprint Count TIP,HI Distance TIP,HI Count TIP,Medium Acceleration Count TIP,High Acceleration Count TIP,Medium Deceleration Count TIP,High Deceleration Count TIP,Explosive Acceleration to HSR Count TIP,Explosive Acceleration to Sprint Count TIP,Change of Direction Count TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,HI Distance OTIP,HI Count OTIP,Medium Acceleration Count OTIP,High Acceleration Count OTIP,Medium Deceleration Count OTIP,High Deceleration Count OTIP,Explosive Acceleration to HSR Count OTIP,Explosive Acceleration to Sprint Count OTIP,Change of Direction Count OTIP,Distance 1,M/min 1,Running Distance 1,HSR Distance 1,HSR Count 1,Sprint Distance 1,Sprint Count 1,HI Distance 1,HI Count 1,Medium Acceleration Count 1,High Acceleration Count 1,Medium Deceleration Count 1,High Deceleration Count 1,Explosive Acceleration to HSR Count 1,Explosive Acceleration to Sprint Count 1,Change of Direction Count 1,Distance 1 TIP,M/min 1 TIP,Running Distance 1 TIP,HSR Distance 1 TIP,HSR Count 1 TIP,Sprint Distance 1 TIP,Sprint Count 1 TIP,HI Distance 1 TIP,HI Count 1 TIP,Medium Acceleration Count 1 TIP,High Acceleration Count 1 TIP,Medium Deceleration Count 1 TIP,High Deceleration Count 1 TIP,Explosive Acceleration to HSR Count 1 TIP,Explosive Acceleration to Sprint Count 1 TIP,Change of Direction Count 1 TIP,Distance 1 OTIP,M/min 1 OTIP,Running Distance 1 OTIP,HSR Distance 1 OTIP,HSR Count 1 OTIP,Sprint Distance 1 OTIP,Sprint Count 1 OTIP,HI Distance 1 OTIP,HI Count 1 OTIP,Medium Acceleration Count 1 OTIP,High Acceleration Count 1 OTIP,Medium Deceleration Count 1 OTIP,High Deceleration Count 1 OTIP,Explosive Acceleration to HSR Count 1 OTIP,Explosive Acceleration to Sprint Count 1 OTIP,Change of Direction Count 1 OTIP,Distance 2,M/min 2,Running Distance 2,HSR Distance 2,HSR Count 2,Sprint Distance 2,Sprint Count 2,HI Distance 2,HI Count 2,Medium Acceleration Count 2,High Acceleration Count 2,Medium Deceleration Count 2,High Deceleration Count 2,Explosive Acceleration to HSR Count 2,Explosive Acceleration to Sprint Count 2,Change of Direction Count 2,Distance 2 TIP,M/min 2 TIP,Running Distance 2 TIP,HSR Distance 2 TIP,HSR Count 2 TIP,Sprint Distance 2 TIP,Sprint Count 2 TIP,HI Distance 2 TIP,HI Count 2 TIP,Medium Acceleration Count 2 TIP,High Acceleration Count 2 TIP,Medium Deceleration Count 2 TIP,High Deceleration Count 2 TIP,Explosive Acceleration to HSR Count 2 TIP,Explosive Acceleration to Sprint Count 2 TIP,Change of Direction Count 2 TIP,Distance 2 OTIP,M/min 2 OTIP,Running Distance 2 OTIP,HSR Distance 2 OTIP,HSR Count 2 OTIP,Sprint Distance 2 OTIP,Sprint Count 2 OTIP,HI Distance 2 OTIP,HI Count 2 OTIP,Medium Acceleration Count 2 OTIP,High Acceleration Count 2 OTIP,Medium Deceleration Count 2 OTIP,High Deceleration Count 2 OTIP,Explosive Acceleration to HSR Count 2 OTIP,Explosive Acceleration to Sprint Count 2 OTIP,Change of Direction Count 2 OTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Barcelos Damasceno,Lucas Barcelos,31805,1998-07-19,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,38.28,8.12,16.05,0.0,0.0,0.0,38.28,8.12,16.05,TRUE,4415.0,115.33,513.0,257.0,41.0,313.0,12.0,570.0,53.0,31.7,47.0,3.0,33.0,10.0,3.0,0.79,,2.0,1.52,,20.0,2.1,3.44,1542.0,189.9,283.0,176.0,28.0,292.0,10.0,468.0,38.0,15.0,2.0,8.0,2.0,2.0,1.0,12.0,1891.0,117.82,230.0,80.0,12.0,20.0,1.0,100.0,13.0,20.0,0.0,13.0,3.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415.0,115.33,513.0,257.0,41.0,313.0,12.0,570.0,53.0,47.0,3.0,33.0,10.0,3.0,2.0,20.0,1542.0,189.9,283.0,176.0,28.0,292.0,10.0,468.0,38.0,15.0,2.0,8.0,2.0,2.0,1.0,12.0,1891.0,117.82,230.0,80.0,12.0,20.0,1.0,100.0,13.0,20.0,0.0,13.0,3.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shunto Kodama,S. Kodama,73972,1998-12-03,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Right Midfield,Midfield,78.12,24.6,29.23,46.18,16.27,14.93,31.93,8.33,14.3,TRUE,11005.0,140.87,2203.0,757.0,65.0,162.0,9.0,919.0,74.0,27.1,143.0,5.0,109.0,27.0,1.0,1.12,1.12,0.0,,,58.0,2.17,3.06,4084.0,166.02,941.0,369.0,31.0,88.0,4.0,457.0,35.0,49.0,4.0,28.0,8.0,1.0,0.0,19.0,4954.0,169.48,1197.0,379.0,33.0,65.0,4.0,444.0,37.0,67.0,0.0,58.0,9.0,0.0,0.0,36.0,6482.0,140.36,1305.0,441.0,37.0,78.0,5.0,519.0,42.0,92.0,4.0,63.0,19.0,1.0,0.0,39.0,2663.0,163.68,623.0,260.0,22.0,47.0,3.0,307.0,25.0,40.0,3.0,21.0,7.0,1.0,0.0,12.0,2567.0,171.94,632.0,173.0,15.0,31.0,2.0,204.0,17.0,37.0,0.0,32.0,4.0,0.0,0.0,26.0,4523.0,141.65,898.0,316.0,28.0,84.0,4.0,400.0,32.0,51.0,1.0,46.0,8.0,0.0,0.0,19.0,1421.0,170.59,318.0,109.0,9.0,41.0,1.0,150.0,10.0,9.0,1.0,7.0,1.0,0.0,0.0,7.0,2387.0,166.92,565.0,206.0,18.0,34.0,2.0,240.0,20.0,30.0,0.0,26.0,5.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Iwao,K. Iwao,151026,1988-04-18,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Defensive Midfield,Midfield,46.18,16.27,14.93,46.18,16.27,14.93,0.0,0.0,0.0,TRUE,5743.0,124.36,991.0,249.0,16.0,32.0,2.0,281.0,18.0,25.4,74.0,3.0,57.0,11.0,0.0,,,0.0,,,22.0,2.19,3.08,2391.0,146.96,472.0,106.0,8.0,15.0,1.0,121.0,9.0,31.0,1.0,19.0,3.0,0.0,0.0,8.0,2273.0,152.24,473.0,142.0,7.0,9.0,0.0,151.0,7.0,28.0,1.0,22.0,5.0,0.0,0.0,14.0,5743.0,124.36,991.0,249.0,16.0,32.0,2.0,281.0,18.0,74.0,3.0,57.0,11.0,0.0,0.0,22.0,2391.0,146.96,472.0,106.0,8.0,15.0,1.0,121.0,9.0,31.0,1.0,19.0,3.0,0.0,0.0,8.0,2273.0,152.24,473.0,142.0,7.0,9.0,0.0,151.0,7.0,28.0,1.0,22.0,5.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naoki Kanuma,N. Kanuma,254505,1997-12-07,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Defensive Midfield,Midfield,49.22,11.27,21.88,0.0,0.0,0.0,49.22,11.27,21.88,TRUE,6453.0,131.11,1291.0,298.0,29.0,42.0,3.0,340.0,32.0,25.7,71.0,2.0,53.0,10.0,1.0,1.03,1.03,0.0,,,30.0,2.31,2.85,2094.0,185.8,555.0,149.0,13.0,24.0,2.0,173.0,15.0,18.0,1.0,11.0,0.0,0.0,0.0,7.0,3278.0,149.82,718.0,148.0,16.0,16.0,1.0,164.0,17.0,35.0,1.0,28.0,7.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6453.0,131.11,1291.0,298.0,29.0,42.0,3.0,340.0,32.0,71.0,2.0,53.0,10.0,1.0,0.0,30.0,2094.0,185.8,555.0,149.0,13.0,24.0,2.0,173.0,15.0,18.0,1.0,11.0,0.0,0.0,0.0,7.0,3278.0,149.82,718.0,148.0,16.0,16.0,1.0,164.0,17.0,35.0,1.0,28.0,7.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ko Yanagisawa,K. Yanagisawa,254557,1996-06-28,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Right Wing Back,Full Back,95.4,27.53,36.82,46.18,16.27,14.93,49.22,11.27,21.88,TRUE,10708.0,112.24,1300.0,649.0,64.0,260.0,10.0,909.0,74.0,29.9,129.0,14.0,109.0,32.0,9.0,0.58,0.58,1.0,2.4,,47.0,2.77,2.56,3904.0,141.81,610.0,337.0,30.0,181.0,6.0,518.0,36.0,43.0,6.0,33.0,8.0,5.0,1.0,19.0,4522.0,122.81,639.0,292.0,32.0,74.0,4.0,366.0,36.0,56.0,2.0,47.0,11.0,1.0,0.0,24.0,5479.0,118.64,676.0,363.0,34.0,103.0,5.0,466.0,39.0,69.0,11.0,59.0,20.0,8.0,0.0,29.0,2227.0,136.88,342.0,220.0,18.0,95.0,4.0,315.0,22.0,29.0,5.0,22.0,7.0,5.0,0.0,15.0,1982.0,132.75,284.0,125.0,14.0,8.0,1.0,133.0,15.0,23.0,2.0,18.0,4.0,1.0,0.0,12.0,5229.0,106.24,624.0,286.0,30.0,157.0,5.0,443.0,35.0,60.0,3.0,50.0,12.0,1.0,1.0,18.0,1677.0,148.8,268.0,117.0,12.0,86.0,2.0,203.0,14.0,14.0,1.0,11.0,1.0,0.0,0.0,4.0,2540.0,116.09,355.0,167.0,18.0,66.0,3.0,233.0,21.0,33.0,0.0,29.0,7.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taro Sugimoto,T. Sugimoto,254585,1996-02-12,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Right Midfield,Midfield,17.28,2.93,7.57,0.0,0.0,0.0,17.28,2.93,7.57,TRUE,2232.0,129.17,569.0,144.0,12.0,33.0,1.0,177.0,13.0,29.3,25.0,3.0,25.0,2.0,2.0,0.74,,0.0,,,8.0,2.22,,578.0,197.27,199.0,27.0,4.0,3.0,0.0,30.0,4.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,1222.0,161.43,346.0,94.0,8.0,18.0,0.0,112.0,8.0,14.0,1.0,11.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.0,129.17,569.0,144.0,12.0,33.0,1.0,177.0,13.0,25.0,3.0,25.0,2.0,2.0,0.0,8.0,578.0,197.27,199.0,27.0,4.0,3.0,0.0,30.0,4.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,1222.0,161.43,346.0,94.0,8.0,18.0,0.0,112.0,8.0,14.0,1.0,11.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukihito Kajiya,Y. Kajiya,254598,2000-03-09,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,57.12,19.42,20.75,46.18,16.27,14.93,10.93,3.15,5.82,TRUE,7623.0,133.46,1108.0,652.0,60.0,227.0,14.0,879.0,74.0,30.6,88.0,9.0,74.0,17.0,8.0,0.71,0.71,5.0,1.55,1.55,50.0,2.08,2.82,3173.0,163.39,601.0,414.0,37.0,214.0,11.0,628.0,48.0,39.0,5.0,25.0,7.0,5.0,3.0,24.0,2993.0,144.24,444.0,182.0,16.0,8.0,1.0,190.0,17.0,30.0,1.0,26.0,4.0,1.0,0.0,23.0,6111.0,132.33,926.0,527.0,50.0,222.0,13.0,749.0,63.0,72.0,7.0,61.0,14.0,5.0,4.0,38.0,2639.0,162.2,526.0,353.0,33.0,214.0,11.0,567.0,44.0,34.0,4.0,23.0,7.0,4.0,3.0,21.0,2157.0,144.47,338.0,120.0,10.0,8.0,1.0,128.0,11.0,20.0,1.0,20.0,2.0,0.0,0.0,14.0,1512.0,138.33,182.0,125.0,10.0,5.0,1.0,130.0,11.0,16.0,2.0,13.0,3.0,2.0,1.0,12.0,534.0,169.52,75.0,61.0,4.0,0.0,0.0,61.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,836.0,143.64,106.0,62.0,6.0,0.0,0.0,62.0,6.0,10.0,0.0,6.0,2.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuya Takagi,Y. Takagi,727128,1998-05-23,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Left Wing Back,Full Back,95.4,27.53,36.82,46.18,16.27,14.93,49.22,11.27,21.88,TRUE,11397.0,119.47,1665.0,535.0,60.0,271.0,12.0,806.0,72.0,29.3,137.0,7.0,113.0,19.0,5.0,0.63,0.63,2.0,1.68,,50.0,2.41,3.06,4015.0,145.84,806.0,221.0,26.0,172.0,6.0,393.0,32.0,46.0,3.0,34.0,7.0,1.0,1.0,17.0,4844.0,131.56,765.0,292.0,29.0,75.0,6.0,367.0,35.0,59.0,3.0,45.0,7.0,3.0,0.0,29.0,5573.0,120.68,815.0,252.0,29.0,89.0,5.0,341.0,34.0,66.0,4.0,55.0,10.0,3.0,1.0,21.0,2166.0,133.13,400.0,107.0,13.0,70.0,3.0,177.0,16.0,27.0,1.0,20.0,5.0,0.0,0.0,6.0,1996.0,133.69,343.0,127.0,13.0,18.0,2.0,145.0,15.0,25.0,2.0,18.0,2.0,2.0,0.0,13.0,5824.0,118.33,850.0,283.0,31.0,182.0,7.0,465.0,38.0,71.0,3.0,58.0,9.0,2.0,1.0,29.0,1849.0,164.06,406.0,114.0,13.0,102.0,3.0,216.0,16.0,19.0,2.0,14.0,2.0,1.0,1.0,11.0,2848.0,130.16,422.0,165.0,16.0,57.0,4.0,222.0,20.0,34.0,1.0,27.0,5.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nao Yamada,N. Yamada,727181,2002-11-18,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Center Back,Central Defender,95.4,27.53,36.82,46.18,16.27,14.93,49.22,11.27,21.88,TRUE,10253.0,107.47,1251.0,356.0,37.0,86.0,5.0,442.0,42.0,27.9,117.0,7.0,91.0,16.0,5.0,0.82,0.89,2.0,1.39,1.39,25.0,2.32,3.39,3670.0,133.31,556.0,94.0,9.0,10.0,1.0,104.0,10.0,36.0,2.0,31.0,3.0,1.0,1.0,5.0,4565.0,123.98,626.0,242.0,26.0,75.0,3.0,317.0,29.0,51.0,1.0,36.0,6.0,1.0,0.0,17.0,5012.0,108.53,656.0,184.0,16.0,48.0,2.0,232.0,18.0,58.0,4.0,46.0,6.0,4.0,1.0,13.0,2076.0,127.6,326.0,62.0,3.0,2.0,0.0,64.0,3.0,23.0,1.0,20.0,1.0,1.0,0.0,3.0,1920.0,128.6,274.0,112.0,11.0,46.0,1.0,158.0,12.0,18.0,1.0,15.0,2.0,1.0,0.0,9.0,5241.0,106.48,595.0,172.0,21.0,38.0,3.0,210.0,24.0,59.0,3.0,45.0,10.0,1.0,1.0,12.0,1594.0,141.44,230.0,32.0,6.0,8.0,1.0,40.0,7.0,13.0,1.0,11.0,2.0,0.0,0.0,2.0,2645.0,120.89,352.0,130.0,15.0,29.0,2.0,159.0,17.0,33.0,0.0,21.0,4.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junma Miyazaki,J. Miyazaki,727370,2000-04-10,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Left Midfield,Midfield,78.12,24.6,29.23,46.18,16.27,14.93,31.93,8.33,14.3,TRUE,9649.0,123.52,1541.0,663.0,70.0,303.0,13.0,966.0,83.0,32.0,134.0,12.0,95.0,26.0,11.0,0.7,0.73,3.0,1.12,1.16,51.0,1.94,3.14,3628.0,147.48,619.0,324.0,32.0,225.0,8.0,549.0,40.0,47.0,5.0,22.0,10.0,5.0,1.0,17.0,4097.0,140.16,797.0,312.0,33.0,58.0,4.0,370.0,37.0,56.0,3.0,39.0,7.0,3.0,1.0,32.0,5568.0,120.57,845.0,424.0,46.0,191.0,9.0,615.0,55.0,82.0,7.0,54.0,18.0,7.0,3.0,30.0,2311.0,142.04,377.0,230.0,22.0,150.0,6.0,380.0,28.0,35.0,4.0,15.0,9.0,4.0,1.0,14.0,2115.0,141.66,391.0,187.0,21.0,41.0,3.0,228.0,24.0,31.0,2.0,21.0,3.0,2.0,1.0,16.0,4081.0,127.81,696.0,239.0,24.0,112.0,4.0,351.0,28.0,52.0,5.0,41.0,8.0,4.0,0.0,21.0,1317.0,158.1,242.0,94.0,10.0,75.0,2.0,169.0,12.0,12.0,1.0,7.0,1.0,1.0,0.0,3.0,1982.0,138.6,406.0,125.0,12.0,17.0,1.0,142.0,13.0,25.0,1.0,18.0,4.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soya Takada,S. Takada,798054,2001-08-15,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Left Midfield,Midfield,17.28,2.93,7.57,0.0,0.0,0.0,17.28,2.93,7.57,TRUE,2012.0,116.44,258.0,164.0,12.0,59.0,2.0,223.0,14.0,32.4,23.0,1.0,21.0,3.0,0.0,,,0.0,,,6.0,2.22,,568.0,193.86,115.0,46.0,5.0,53.0,1.0,99.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,987.0,130.38,142.0,106.0,7.0,0.0,0.0,106.0,7.0,16.0,0.0,12.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,116.44,258.0,164.0,12.0,59.0,2.0,223.0,14.0,23.0,1.0,21.0,3.0,0.0,0.0,6.0,568.0,193.86,115.0,46.0,5.0,53.0,1.0,99.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,987.0,130.38,142.0,106.0,7.0,0.0,0.0,106.0,7.0,16.0,0.0,12.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kohei Yamakoshi,K. Yamakoshi,798255,1993-05-04,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Right Center Back,Central Defender,95.4,27.53,36.82,46.18,16.27,14.93,49.22,11.27,21.88,TRUE,10529.0,110.37,1386.0,425.0,37.0,66.0,6.0,491.0,43.0,26.6,130.0,5.0,114.0,16.0,3.0,0.64,0.64,1.0,1.92,1.92,32.0,1.97,3.09,3709.0,134.73,591.0,122.0,10.0,13.0,1.0,135.0,11.0,43.0,2.0,39.0,2.0,1.0,0.0,10.0,4863.0,132.07,733.0,296.0,27.0,53.0,3.0,349.0,30.0,61.0,2.0,52.0,8.0,1.0,0.0,20.0,5380.0,116.5,787.0,251.0,24.0,56.0,4.0,307.0,28.0,74.0,2.0,65.0,7.0,1.0,0.0,16.0,2218.0,136.32,409.0,94.0,8.0,13.0,1.0,107.0,9.0,30.0,1.0,27.0,1.0,1.0,0.0,7.0,2107.0,141.13,329.0,150.0,16.0,43.0,2.0,193.0,18.0,28.0,1.0,24.0,2.0,0.0,0.0,8.0,5149.0,104.61,599.0,174.0,13.0,10.0,2.0,184.0,15.0,56.0,3.0,49.0,9.0,2.0,1.0,16.0,1491.0,132.3,182.0,28.0,2.0,0.0,0.0,28.0,2.0,13.0,1.0,12.0,1.0,0.0,0.0,3.0,2756.0,125.96,404.0,146.0,11.0,10.0,1.0,156.0,12.0,33.0,1.0,28.0,6.0,1.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatsuya Yamaguchi,T. Yamaguchi,813942,2000-02-09,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Left Center Back,Central Defender,95.4,27.53,36.82,46.18,16.27,14.93,49.22,11.27,21.88,TRUE,10775.0,112.95,1283.0,377.0,39.0,173.0,7.0,550.0,46.0,31.0,136.0,2.0,121.0,10.0,0.0,,,0.0,,,27.0,2.12,3.23,3837.0,139.38,598.0,143.0,15.0,54.0,1.0,197.0,16.0,44.0,0.0,37.0,1.0,0.0,0.0,6.0,4766.0,129.44,594.0,220.0,24.0,113.0,4.0,333.0,28.0,67.0,1.0,55.0,5.0,0.0,0.0,20.0,5334.0,115.5,694.0,152.0,22.0,132.0,5.0,284.0,27.0,58.0,1.0,52.0,7.0,0.0,0.0,11.0,2200.0,135.22,348.0,57.0,8.0,35.0,1.0,92.0,9.0,24.0,0.0,22.0,1.0,0.0,0.0,3.0,2049.0,137.24,292.0,94.0,14.0,92.0,3.0,186.0,17.0,24.0,0.0,19.0,3.0,0.0,0.0,8.0,5441.0,110.54,589.0,225.0,17.0,41.0,2.0,266.0,19.0,78.0,1.0,69.0,3.0,0.0,0.0,16.0,1637.0,145.25,250.0,86.0,7.0,19.0,0.0,105.0,7.0,20.0,0.0,15.0,0.0,0.0,0.0,3.0,2717.0,124.18,302.0,126.0,10.0,21.0,1.0,147.0,11.0,43.0,1.0,36.0,2.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lawrence,D. Lawrence,1058962,2006-04-25,Tokushima Vortis,3377,Nara Club - Tokushima Vorti,2052894,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,29.23,5.8,13.77,0.0,0.0,0.0,29.23,5.8,13.77,TRUE,3609.0,123.47,494.0,200.0,22.0,120.0,6.0,320.0,28.0,31.1,38.0,2.0,32.0,6.0,1.0,0.87,,0.0,,,21.0,1.73,2.6,1022.0,176.21,214.0,104.0,13.0,100.0,5.0,204.0,18.0,10.0,1.0,4.0,1.0,0.0,0.0,5.0,1895.0,137.62,280.0,92.0,9.0,11.0,1.0,103.0,10.0,20.0,1.0,19.0,2.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609.0,123.47,494.0,200.0,22.0,120.0,6.0,320.0,28.0,38.0,2.0,32.0,6.0,1.0,0.0,21.0,1022.0,176.21,214.0,104.0,13.0,100.0,5.0,204.0,18.0,10.0,1.0,4.0,1.0,0.0,0.0,5.0,1895.0,137.62,280.0,92.0,9.0,11.0,1.0,103.0,10.0,20.0,1.0,19.0,2.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotaro Fujikawa,K. Fujikawa,26061,1998-07-24,AC Parceiro Nagano,4087,Jubilo Iwata - Parceiro Nagano,2052906,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,95.6,22.63,32.18,46.2,13.28,14.85,49.4,9.35,17.33,TRUE,11145.0,116.58,1569.0,669.0,68.0,171.0,10.0,840.0,78.0,27.7,127.0,6.0,105.0,14.0,1.0,1.09,,1.0,2.25,,33.0,2.59,3.21,3550.0,156.87,782.0,354.0,37.0,107.0,6.0,461.0,43.0,43.0,3.0,28.0,5.0,1.0,1.0,15.0,4556.0,141.58,654.0,292.0,27.0,51.0,3.0,343.0,30.0,56.0,2.0,49.0,5.0,0.0,0.0,16.0,5454.0,118.05,776.0,316.0,33.0,61.0,4.0,377.0,37.0,55.0,4.0,46.0,7.0,1.0,1.0,15.0,2003.0,150.83,417.0,186.0,21.0,45.0,3.0,231.0,24.0,22.0,2.0,14.0,3.0,1.0,1.0,7.0,2059.0,138.65,294.0,124.0,11.0,15.0,1.0,139.0,12.0,20.0,1.0,18.0,1.0,0.0,0.0,7.0,5691.0,115.2,793.0,353.0,35.0,110.0,6.0,463.0,41.0,72.0,2.0,59.0,7.0,0.0,0.0,18.0,1547.0,165.45,365.0,168.0,16.0,62.0,3.0,230.0,19.0,21.0,1.0,14.0,2.0,0.0,0.0,8.0,2497.0,144.09,360.0,168.0,16.0,36.0,2.0,204.0,18.0,36.0,1.0,31.0,4.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shun  Osaki,S. Osaki,789924,2000-04-15,AC Parceiro Nagano,4087,Jubilo Iwata - Parceiro Nagano,2052906,2026-02-07,J2/J3 100 Year Vision League,601,2026,130,1426,Left Winger,Wide Attacker,11.47,2.6,2.88,0.0,0.0,0.0,11.47,2.6,2.88,TRUE,1352.0,117.87,218.0,103.0,8.0,4.0,0.0,107.0,8.0,25.0,15.0,3.0,11.0,2.0,3.0,0.76,0.86,1.0,1.58,1.58,5.0,,,441.0,169.62,110.0,58.0,4.0,3.0,0.0,61.0,4.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0,442.0,153.47,83.0,43.0,3.0,1.0,0.0,44.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.0,117.87,218.0,103.0,8.0,4.0,0.0,107.0,8.0,15.0,3.0,11.0,2.0,3.0,1.0,5.0,441.0,169.62,110.0,58.0,4.0,3.0,0.0,61.0,4.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0,442.0,153.47,83.0,43.0,3.0,1.0,0.0,44.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
